headline,label,
IDC MarketScape Names SAP S/4HANA Cloud as a Leader in Global SaaS and Cloud-Enabled Manufacturing ERP Applications,Award,
"SAP SE Extends Executive Board: Julia White Joins as Chief Marketing and Solutions Officer, Scott Russell Takes Over Customer Success",People,
"SAP Named a Leader in Gartnerâ€™s Magic Quadrant for Configure, Price and Quote Application Suites",Award,
SAP and Partners Focus on â€œIndustry 4.0â€?and Integrated IT Solutions at Hannover Messe 2013,Partnership,
SAP Accelerates Market Adoption and Customer Innovation for the Internet of Things,Partnership,
SAP Announces Preliminary Fourth Quarter and Full Year 2014 Results,Financials,
SAP Brings Data Discovery and Visualization to Small and Midsize Businesses,Partnership,
New SAP Education Network for Digital Transformation Accelerates Customersâ€?Journeys to Becoming Digital Enterprises,Story,
SAP Takes B2B Product Ordering Mobile,Story,
SAP Opens New Co-Innovation Lab at North America Headquarters,Financials,
SAP Introduces Intelligent HR Solution to Help Businesses Eliminate Bias,Story,
SAP C/4HANA Suite Enables Businesses and Partners to Transform CRM,Partnership,
SAP Announces 2005 First Quarter Results,Financials,
Brookshire Grocery Company Digitally Transforms Business With Cutting-Edge Technology in SAP Hybris Solutions and SAP Customer Activity Repository,Partnership,
SAP Announces 2020 Finalists and Winners of the SAP Pinnacle Award,Award,
SAP Store Continues to Revolutionize Enterprise e-Commerce,Story,
SAP Pre-Announces Outstanding Third Quarter Results,Financials,
SAP Plans Assortment Planning Tool for the Connected Retailer,Story,
SAP and proaxia to Deliver an Intelligent Enterprise Solution for Automotive Retail Based on SAP S/4HANA,Partnership,
SAP to Cooperate With China on Intelligent Transportation Systems Powered by SAP HANA,Solution,
SAP Embraces iOS 7 to Improve and Simplify the Enterprise Experience,Story,
Global Ecosystem Embraces SAP Acquisition of Business Objects,Merger/Invest,
Churchill Club to Honor SAP Co-Founder Dr. Hasso Plattner With 2012 Global Benefactor Award,Award,
SAP Awards Quality Excellence in EMEA,Award,
Statement from SAP CEO Bill McDermott Regarding Misleading and Flawed Media Report on SAP and NSA,Partnership,
"SAP Enhances Logistics Business Network to Increase Visibility, Traceability, Reach and Expands Partner Ecosystem",Partnership,
SAP Expands People to Work Program by SAP to Equip More Job Seekers with Skills and Certification,Solution,
SAP Reports Record Third Quarter 2011 Software Revenue,Financials,
SAP Positioned as a Leader for Seventh Consecutive Year in Gartner Magic Quadrant for International Retail Core Banking 2013,Award,
New Survey Findings from SAP and Ovum Reveal High Cloud Adoption in the Financial Services Industry,Partnership,
SAP Unveils Strategy to Gain Predictive Insights From Big Data,Partnership,
SAP Named a Leader in Latest Gartner Magic Quadrant for Data Integration Tools,Award,
SAP.iO Co-Leads Innovation with Munichâ€™s SAP Garden,Story,
"SAP Completes Acquisition of Ariba, Inc.",Merger/Invest,
SAP and the Hasso Plattner Institute Advance Student Entrepreneurship Education,Partnership,
SAP Positioned as a Leader in the Gartner Magic Quadrant for Data Management Solutions for Analytics for Seventh Consecutive Year,Award,
Pelican Products Reduces Operational Risk With Sustainability Solutions from SAP,Story,
SAP Named as a Leader in Gartner Magic Quadrant for Digital Commerce for Fifth Consecutive Time,Award,
New Cloud Solution from SAP Improves Market Communication for VSE,Solution,
SAP Addresses and Simplifies Global Business Travel Woes With Cloud Solution,Partnership,
IDGâ€™s Network World Awards SAP Afaria First Place in Testing of BYOD Mobile Device Management Tools,Award,
SAP to Join Forces With Intel on Breakthrough â€œBig Dataâ€?Solutions to Improve Competitiveness and Agility of Businesses,Partnership,
Etihad Airways Selects SAP as a Strategic Technology Partner for Business Transformation,Story,
"SAP Extends Visibility, Decision Making to Line Managers With New Cloud Finance App",Partnership,
New SAP Services Offerings Help Customers Revolutionize Business Performance Through Big Data Insights,Partnership,
SAP Responds To Oracle Complaint,Story,
"SAP SuccessFactors Learning Marketplace Designed to Help Improve Customer, Community and Partner Engagement",Partnership,
SAP Joins Leaders Quadrant for Warehouse Management in Latest Gartner Report,Award,
SAP Supports IT Education at Schools,Story,
SAP Gears Customers to Adopt and Orchestrate Innovation,Partnership,
SAP and China Telecom Expand Strategic Partnership to Provide SAP Cloud Portfolio in China,Partnership,
SAP Named a Leader in Gartnerâ€™s 2020 Magic Quadrant for Sales Force Automation,Award,
The New Face of Customer Engagement: Generation â€œMeâ€?Story,,
"SAP Names Christian Klein as Chief Operating Officer, Thomas Saueressig as Chief Information Officer",People,
Gartner names SAP a Leader in Business Intelligence and Corporate Performance Management,Award,
SAP to Host Press Conference and Financial Analyst and Investor Conference from SAPPHIREÂ® NOW,Merger/Invest,
Fujitsu and SAP Expand Global Partnership,Partnership,
SAP.iO Announces Seven Innovative Israeli Startups for the First SAP.iO Foundry Program in Tel Aviv,Story,
"SAP, Customers Plan Joint Cloud SIS Project to Simplify Higher Education",Partnership,
"SAP Positioned as a Leader in GartnerÂ® Magic Quadrantâ„?for Cloud HCM Suites for 1,000+ Employee Enterprises for Sixth Consecutive Year",Award,
SAP and Leading Banks Collaborate on Future of Corporate Services,Partnership,
SAP Announces Record Full Year and Fourth Quarter 2012 â€?Full Year 2012 Non-IFRS Software and Software-Related Service Revenue Increases 17% to â‚?3.2 Billion,Financials,
"Treasuries Demand Optimization and Upgrading of Information Systems, According to Study by SAP and CFO Research",Partnership,
"SAP Recognized as a Market Leader in Gartner, Inc.â€™s Enterprise Architecture Tools Magic Quadrant",Award,
SAP Carbon Footprint Solution Helps Companies Redesign for Sustainability,Solution,
Global Mining Leaders and SAP Discuss Digitized Mine of the Future,Award,
SAP.iO Launches Enterprise Health-Focused Startup Accelerator Program in New York,Story,
SAP.iO Foundry Tel Aviv Joins Publicis Sapient to Accelerate Consumer Engagement Startups,Story,
SAP to Host Press Conference and Investor Webcast from CeBIT 2012,Merger/Invest,
New Digital Banking Solution from SAP Simplifies IT and Fosters Co-Innovation for the Bank of Tomorrow,Solution,
SAP Announces 2012 First Quarter Preliminary Results,Financials,
Independent Research Firm Names SAP Fieldglass Portfolio a Leader Among Services Procurement Providers,Award,
SAP Supports Launch of Machine-to-Machine Thought Leadership Program,Award,
SAP Offers Retailers a Jump Start to the Cloud Powered by SAP Rapid Deployment Solutions,Partnership,
SAP Wins Best LTE Roaming Product at LTE Asia Awards,Award,
Ericsson and SAP Announce New Combination of Cloud-Based Machine-to-Machine Solutions to Enhance Enterprise Efficiency,Partnership,
BILT Mobile App Wins Appy Award,Award,
SAP Announces Preliminary 2007 Third Quarter and Nine Months Results,Financials,
SAP and the European Space Agency Name Space App Camp Prize Winner,Partnership,
Capgemini Announces Strategic Relationship With Sybase and SAP to Deploy and Develop Enterprise Mobility Solutions,Partnership,
SAP Named a Leader in Cloud Human Capital Management for SAP SuccessFactors Solutions,Award,
SAP Named a Leader in Customer Identity and Access Management by Independent Research Firm,Award,
SAP Reports 20% Growth in Software and Software-Related Service Revenues for the Third Quarter,Financials,
SAP Announces Third Quarter and First Nine Months 2020 Results,Financials,
SAP Named a Leader in Application Infrastructure Magic Quadrants,Award,
"openSAP Celebrates 5 Million Course Enrollments, Continues to Provide Learners with Innovative Learning Resources",Story,
SAP and Business Objects Unite to Lead Emerging Market for Business Performance Optimization,Partnership,
New Independent Research Commissioned by SAP Finds Early Adopters of IoT Still Scratching the Surface of Business Transformation,Story,
SAP Announces Availability of Integrated Report 2015 and U.S. Securities and Exchange Commission Filing of Annual Report on Form 20-F,Financials,
SAP Announces Recipients of Regional Awards for Partner Excellence 2018,Award,
SAP Fieldglass Live Insights Uses Machine Learning to Simulate External Talent Scenarios in Moments,Story,
SAP Announces Preliminary Financial Results for Q3 2021,Financials,
SAP Solution Manager 7.2 Continues to Aid Customers in Their Digital Transformation,Partnership,
SAP Achieves Cost Avoidance of EUR 185 Million Since Start of 2008 as a Result of Focused Sustainability Initiatives,Financials,
Peoples Natural Gas Adopts SAP S/4HANA as the Foundation for Future Transformation as Part of Essential Utilities,Story,
SAP Integrated Delivery Framework Eases Move to SAP S/4HANA for Customers,Story,
SAP Working With Google to Accelerate Androidâ„?for Work Adoption in the Enterprise,Partnership,
"Next Wave of SAP Sales OnDemand Solution Advances Social, Mobile and Insightful Selling",Solution,
Cross-Portfolio Innovation Drives Demand for SAP Hybris Solutions,Partnership,
Schindler Elevates System Landscape With SAP Solutions for Responsive Manufacturing,Partnership,
SAP Announces Third Quarter and First Nine Months 2016 Results,Financials,
SAP to Release Third Quarter 2018 Results,Financials,
New SAP HANA Capabilities Deliver Innovation in the Cloud,Partnership,
SAP Raises Dividend to â‚?.50 â€?New Supervisory Board Elected; Half of SAP Supervisory Board Members are Now Women,Financials,
SAP to Accelerate Cloud Strategy with Acquisition of SuccessFactors,Merger/Invest,
Drive Adoption for the Intelligent Suite with SAP Enable Now,Story,
SAP HANA Named a Leader Among In-Memory Database Platforms by Independent Research Firm,Award,
SAP Launches Enhanced Supply Chain Execution Software for Faster Logistics Planning,Partnership,
SAP Unveils SAP Sports One Solution for Soccer,Solution,
Latest Updates to SAP Financials OnDemand Solution Power Insights for the Global Workforce,Solution,
SAP Customer ERWIN HYMER GROUP Takes Its Enterprise Landscape to the Cloud on SAP HANA,Story,
SAP Named Leader in Transportation Management Systems by ARC Advisory Group,Award,
SAP Extends SAP HANA Further Into the Ecosystem,Story,
SAP Unveils Unified Strategy for Real-Time Data Management to Grow Database Market Leadership,Award,
SAP Annual General Meeting of Shareholders approves dividend of â‚?.85 per share,Financials,
"SAP Accelerates More Than 1,000 Startups Globally, Introduces â€œPowered by SAP HANAâ€?Certification Initiative",Solution,
"SuccessFactors, an SAP Company, Named a Leader in the IDC MarketScape Assessments for Integrated Talent Management",Award,
Kobelco Systems Transforms External Workforce Management with SAP Fieldglass Solutions,Story,
SAP Introduces New Consulting Services to Speed Cloud and Innovation Adoption,Partnership,
SAP Recognized as a Market Leader by Gartner in 2014 Operational Database Management Systems Magic Quadrant,Award,
SAP Welcomes Stoffel Vandoorne as New Brand Ambassador,Story,
SAP Ranked Leader in Dresnerâ€™s Wisdom of Crowds Advanced and Predictive Analytics Study,Award,
SAP Named a Leader in IDC MarketScape for Industrial IoT Platforms in Manufacturing,Award,
"SAP.iO Kicks Off First B2B European Startup Accelerator Focused on Fintech and Governance, Risk and Compliance",Story,
SAP Helps HP Transform Expense Planning for Increased Efficiency and Accuracy,Story,
SAP to Simplify Business Opportunities for Partners With SAP Business One Cloud Operated by SAP,Partnership,
SAP Announces First Quarter 2019 Results,Financials,
SAP Recommends a Dividend of â‚?.10 per Share â€?Year-Over-Year Increase of 10%,Financials,
SAP Positioned in Leaders Quadrant for International Retail Core Banking,Award,
SAP General Meeting agrees to Dividend Increase,Financials,
SAP to Acquire Khimetrics to Further Extend Its Retail Market Leadership,Award,
SAP Vehicle Insights Drives the Digital Transformation of Connected Vehicles,Story,
SAP Launches Real-Time Platform for Banking Services powered by SAP HANA,Solution,
SAP and Boehringer Ingelheim Create Smart App Prototype to Track Counterfeit Pharmaceuticals,Partnership,
New SAP Upscale Commerce Solution Extends Customer Experience Ecosystem with Open Integration Tools,Partnership,
SAP Delivers New Data Insights with SAP Lumira,Partnership,
D!conomy Thrives as SAP Digitally Transforms to Benefit Customers of All Sizes,Story,
SAP Named a Leader in Industry Analyst Firmâ€™s 2013 Mobile Device Management Magic Quadrant,Award,
Teva Pharmaceuticals Honored with Klaus Tschira Human Resources Innovation Award from SAP,Award,
Panasonic Drives Sustainability and Gains Efficiencies While Meeting Environmental Compliance With Recycling Management Solution from SAP,Story,
SAP Cited as an Insurance Megavendor in Recent Gartner Report,Award,
Standard Bank and SAP Bring Mobile Banking to Over Half a Million â€œFlip-Phoneâ€?Customers in South Africa via SAP Mobile Platform,Partnership,
Accenture and SAP to Elevate Digital Customer Experiences Through Co-Development and Co-Innovation of New Industry Solutions on SAP C/4HANA Suite,Partnership,
SAP Named a Leader in Gartner Magic Quadrant for Utilities Customer Information Systems,Award,
SAP Commits to Driving Skills Development and Job Creation in Africa,Story,
Valley National Bank Selects SAP and Axxiome for Digital Transformation,Story,
ARaymond Network Drives Growth With Enterprise Performance Management Solutions from SAP,Partnership,
Maximizing Social Value: SAP Delivers New Solution for Social Benefits,Story,
SAP Invests in Customer and Partner Success Through New Initiatives That Create Best-Run Businesses,Merger/Invest,
SAP Solutions for Enterprise Performance Management Named Leader by Key Analyst Firms,Award,
SAP and the Womenâ€™s Tennis Association Introduce Real-Time Tennis Analytics for Media,Partnership,
SAP Kicks Off Flagship SAP.iO Foundry in Berlin,Story,
SAP Provides Greater Flexibility and Speed with Solutions and Extensions Tailored to Customer Needs in the Cloud,Partnership,
Insight-Driven Universities Go Fully Digital on the SAP HANA Platform,Partnership,
SAP to Arm Small and Midsize Enterprises With Real-Time Analytics Powered by SAP HANA,Solution,
SAP Ariba Solutions to Digitalize Procurement for Expo 2020 Dubai,Solution,
Course Additions to openSAP Platform Help Users Transform Their Business by Leveraging Machine Learning and iOS Technology and Extending SAP S/4HANA,Partnership,
SAP.iO Foundry Paris Accelerates Agribusiness Startups in New Program,Story,
"SAP to Acquire Fieldglass, the Global Cloud Technology Leader in Contingent Workforce Management",Award,
"New Services in SAP HANA Cloud Lower TCO for Customers in Data-Intensive, Highly Regulated Industries",Partnership,
SAP Kicks Off SAP.iO Foundry San Francisco for HR Tech Startups,Story,
SAP Enters Sports and Entertainment Business for Advanced Ticketing and Customer Relationship Management With Acquisition of Ticket-Web,Merger/Invest,
SAP Unveils Extended Solution Portfolio for Connected Products,Solution,
Statement on SAP Anywhere Availability in China,Story,
SAP Named Market Leader in Transportation Management Systems and Selected Warehouse Management System Segments by ARC Advisory Group,Award,
SAP Announces Second Quarter and Half-Year 2019 Results,Financials,
SAP Presented With Inaugural 2014 Industry Innovation Award at The Global Sports Management Summit,Award,
â€œSAP for Meâ€?Offers Customers a Digital Companion to Provide Centralized Transparency Across Product Portfolio,Story,
SAP IoT Seeks Better Parking with New Solution,Story,
SAP Recognized as a 2020 Customersâ€?Choice in Leading Analyst Cloud ERP for Product-Centric Enterprises Report,Award,
BITZER Optimizes Global Procurement Operations with SAP Ariba Solutions,Solution,
SAP Study Shows Consumer Demand for Simplicity of SMS to Cut Through Icon Overload,Story,
SAP Completes Acquisition of hybris to Help Businesses Deliver Seamless Commerce Experience to Customers,Merger/Invest,
SAP Announces SAP Solution Manager 7.2 to Help Customers Realize Power of SAP S/4HANA,Solution,
SAP to Expand Cloud Presence With Acquisition of Ariba,Merger/Invest,
SAP Builds Momentum in Third Quarter With Thousands of New Customers,Financials,
"Luka Mucic appointed as Chief Financial Officer of SAP effective July 1st, 2014",People,
SAP Receives Highest Score for Two Use Cases in Gartnerâ€™s First Critical Capabilities Report for Cloud HCM Suites for Midmarket and Large Enterprises,Award,
Insurance Solution from SAP Helps Insurers and European Officials With Solvency II Requirements,Solution,
SAP Unveils New Cloud Platform Services and In-Memory Innovation on Hadoop to Accelerate Digital Transformation,Partnership,
SAP and China Telecom Offer New Category of Front Office Solution in Mainland China,Partnership,
SAP Positioned as a Leader in 2019 Magic Quadrant for Data Quality Tools for 13th Consecutive Time,Award,
State of Louisiana Selects SAP Software to Transform HR,Story,
"SAP to Acquire Syclo, Extends Leadership in Mobilizing the Enterprise",Award,
Jonathan Becher Named Chief Digital Officer and Leads SAP Digital; Maggie Chan Jones Will Join SAP as Chief Marketing Officer,People,
SAPâ€™s Lloyd Adams Named to PACT Board of Directors,People,
Swagelok Selects SAP to Transform Business Systems,Story,
Key Findings: SAP South Africa Investigation,Merger/Invest,
SAP.iO Foundry San Francisco Customer Experience Cohort Caps Off with Demo Day,Story,
SAP Leadership Announcement: Morgan and Fox-Martin Expand Responsibilities as Enslin Departs,Award,
SAP to Usher in New Era of Enterprise Performance Management Powered by SAP HANA,Solution,
PepsiCoâ€™s Shakti Jauhar Selects GENYOUth as the Beneficiary of SAPâ€™s Inaugural Klaus Tschira Human Resources Innovation Award Prize,Award,
SAP Introduces SAP Advanced Deployment for Fast and Safe Adoption of SAP S/4HANA,Story,
SAP Strengthens Tools for IFRS Compliance as Companies Face Adoption Deadlines,Story,
SAP and Ariba Receive Hart-Scott-Rodino Second Request,Partnership,
SAP.iO No Boundaries to Fund and Incubate Over 200 Startups Led by Women and Minorities,Story,
SAP Extends the Power of Predictive Analytics to Unlock Big Data With Acquisition of KXEN,Merger/Invest,
SAP Helps Communications Providers Simplify Customer Plan Sharing,Partnership,
Michael Kleinemeier to Join the Executive Board of SAP SE,People,
IBM and SAP Announce Plans for Major Investments to Drive Clientsâ€?Digital Transformations,Partnership,
IDC MarketScape Recognizes SAP as Major Player for AI in Enterprise Marketing Clouds,Award,
SAP SE Extends CFO Luka Mucicâ€™s Contract,People,
SAP App Center Simplifies Acquiring and Managing Partner Solutions,Partnership,
SAP Named a Leader in Data Preparation by Independent Research Firm,Award,
SAP Continues to Drive Transformation of the Company,Story,
SAP Drives Business Transformation Through Innovative â€œBig Dataâ€?Insights,Story,
SAP and GEA Collaborate to Help Companies Improve Operational Excellence with the Internet of Things,Partnership,
SAP Announces 2021 Finalists and Winners of the SAP Pinnacle Award,Award,
SAP Named a Leader in 2021 Gartner Magic Quadrant for Data Integration Tools for the 14th Year in a Row,Award,
SAP to Acquire Business Objects in Friendly Takeover;Combined Companies to Accelerate Leadership for Business User Applications,Award,
Pharmaceutical Supply Chain Solutions from SAP Win Visionary Innovation Leadership Award from Frost & Sullivan,Award,
More Industry-Leading Companies Across the Globe Choose SAP Ariba and SAP Fieldglass Solutions for Intelligent Spend Management,Partnership,
SAP Presents Big Data Margin Assurance to Help Telecoms Increase Profits,Partnership,
SAP Introduces New SAP Hybris Tools to Help Banks and Insurers Provide Customers Faster and Simpler Digital Services,Partnership,
SAP and Swiss Re Reach Next Milestone in Co-Innovation Initiative for Financial Reporting,Partnership,
SAP Mobile Secure Portfolio Ranked by Ovum as 2014 Enterprise Mobility Management Market Leader,Award,
SAP Named a Leader in Gartnerâ€™s Magic Quadrants for â€œFinancial Corporate Performance Management Solutionsâ€?and â€œStrategic Corporate Performance Management Solutionsâ€?Award,,
SAP Annual General Meeting Approves All Management Proposals by a Significant Majority,Financials,
SAP Announces 2019 Finalists and Winners of the SAP Pinnacle Award,Award,
"SAP.iO Fund Invests in Andjaro, an Internal HR Staffing Marketplace Connected to SAP SuccessFactors Solutions",Merger/Invest,
SAP Completes Acquisition of Concur,Merger/Invest,
SAP Unveils New SAP SuccessFactors People Central Hub to Help Accelerate Digital Transformation,Story,
Intelligent Spend Solutions from SAP to Support IDP Educationâ€™s Growth,Partnership,
SAP to Release Fourth Quarter 2017 Results,Financials,
HP and SAP Accelerate Journey to SAP S/4HANA on HP Helion Managed Cloud,Partnership,
Partner Quotes: SAP Accelerates Industry Cloud Solution Innovation and Development with Partners,Partnership,
SAP Named a Leader in 2020 Gartner Magic Quadrant for Data Integration Tools for the 13th Year in a Row,Award,
SAP Positioned as a Leader in the Gartner Magic Quadrant for Enterprise Integration Platform-as-a-Service,Award,
"SAP Delivers Richer User Experience, Enhanced Mobility and Integrated Social for Easier Travel and Expense Management in the Cloud",Partnership,
SAP Helps Companies Unlock the Value of Contextual Data,Partnership,
SAP Enables Fast and Efficient Development with New IoT Application Services,Partnership,
Academy Cube Now Open to Match Young European Talents With Open Jobs; SAP to Invest EUR 3 Million,Merger/Invest,
SAP Recognized as a Leader in 2019 Magic Quadrant for Multichannel Marketing Hubs,Award,
SAP Fosters Open Ecosystem for Driving Customer Innovation,Partnership,
SAP Health Solution Wins Coveted Red Dot Award for Exceptional User Experience in Emergency Waiting Rooms and Outpatient Departments,Award,
"SAP to Extend Country Road Map, Offer Solution Development Kit for SAP Business ByDesign Solution",Solution,
Fierce Innovation Awards and Mobilizer Awards Recognize SAP Mobile Platform and SAP Afaria Mobile Device Management Solution,Award,
SAP Positioned as a Leader in 2021 Gartner Magic Quadrant for Multiexperience Development Platforms (MXDP),Award,
SAP to Announce Fourth Quarter 2014 Earnings,Financials,
SAP Cloud for Travel Solution Helps Increase Global Compliance and Empower Customer Choice,Partnership,
SAP Enhances Commerce Solution to Help Telecommunications and Media Companies Attract and Retain Customers,Partnership,
SAP to Announce Results for First Quarter of 2008 on April 30,Financials,
SAP Announces Availability of 2010 Annual Report to Shareholders and Annual Report on Form 20-F,Financials,
Leading North American Utility Companies Awarded for Excellence by SAP,Award,
SAP Offers New Simplified Experience for Rapidly Deploying Enterprise Technology,Partnership,
Rogers Communications and SAP to Mobilize Canadaâ€™s Workforce,Partnership,
Accenture and SAP to Launch New Business Solutions Group to Accelerate Time to Value for Client- and Industry-Specific Cloud-Based Solutions,Partnership,
SAP Announces New Online Courses on openSAP Platform for SAP Fiori and SAP HANA,Partnership,
Capgemini Announces Strategic Relationship With Sybase and SAP to Deploy and Develop Enterprise Mobility Solutions,Partnership,
SAP Broadens Its Developer Community Engagement With Code for America Sponsorship,Story,
SAP Recommends a Dividend of â‚?.25 per Share â€?Year-Over-Year Increase of 9%,Financials,
SAP Joins CEO Carbon Neutral Challenge,Story,
SAP and VMware Announce SAP HANA for Production Use on VMware vSphere 5.5,Partnership,
SAP Customer CEAT Limited Drives Success in the Tire Business With SAP HANA,Story,
SAP Proposes Increased Dividend of â‚?.85 per Share,Financials,
SAP Positioned in Leaders Quadrant for Salesforce Automation,Award,
SAP Enhances Support Experience to Lead Customers to the Cloud,Partnership,
HSBC to Broaden Connectivity Innovations With SAP and SWIFT,Partnership,
SAP Unveils Intelligent Product Design Solution and Network of Digital Twins,Story,
IDC MarketScape Recognizes SAP S/4HANA Cloud as a Leader in Global SaaS and Cloud-Enabled Operational ERP Systems,Award,
SAP Sales OnDemand Now Generally Available; Industry-First Solution Designed for Salespeople,Solution,
SAP and SAS to Extend the Power of the Real-Time Enterprise With Strategic Partnership,Partnership,
Shell and SAP Co-Innovate With the SAP HANA Platform,Partnership,
SAP Recommends Dividend of â‚?.50 Per Ordinary Share,Financials,
SAP Positioned as a Visionary in Gartner Magic Quadrant for Cloud Financial Planning and Analysis Solutions,Award,
Maturity Model from SAP and ERCIS Helps Companies Develop Skills for Digital Transformation,Partnership,
SAP Reports Record 32% Growth in Third Quarter 2011 Software Revenue at Constant Currencies,Financials,
SAP University Alliances Program and Deloitte Consulting Build Next-Generation Skills and Drive Innovation from Academia to the SAP Ecosystem,Partnership,
International SAP Conference for Banking 2012 to Highlight Ways to Innovation and Transformation,Story,
SAP Customers Gain New Choices for Heterogeneous Cloud Deployments; SAP and Partners Scale to Meet Fast-Growing Demand,Partnership,
SAP Announces Recipients of Regional Awards for Partner Excellence 2017,Award,
"Siam City Cement Company Continues Procurement Transformation with SAP Ariba Solutions, Now Localized for Thailand",Story,
Sybase Recognized as Leader in Mobile Device Management Enterprise Software for 10th Consecutive Year,Award,
SAP Named a Leader in the IDC MarketScape Assessment for Worldwide Social Technologies in Integrated Talent Management,Award,
SAP Named a Leader in IDC MarketScape: Worldwide SAP Next-Generation Implementation Services 2020 Vendor Assessment,Award,
SAP Positioned in Leaders Quadrant for Corporate Performance Management Suites,Award,
SAP to Mobilize Human Resources With Latest Apps Release,Partnership,
SAP to Add New Innovations in Merger Integration and Regulatory Management to Banking Services,Merger/Invest,
New Retail Execution Option in SAP Cloud for Sales Solution Helps Consumer Products Companies Win at the Shelf,Solution,
SAP Wins Two GRC Technology Innovation Awards from Corporate Integrity,Award,
"SAP HANA Brings Customer Value to ARI, Vaillant Group and JOSKIN Group",Story,
SAP Ranked as a Leading Vendor for Core Banking Software and CRM for Financial Services,Award,
SAP Announces Preliminary Fourth Quarter and Full Year 2017 Results,Financials,
SAP Sales Cloud and Microsoft Teams Help Businesses Grow by Removing Barriers to Remote Selling,Partnership,
SAP Announces Preliminary Fourth Quarter and Full-Year 2019 Results,Financials,
"SAP Supports Startups, Developers and New Applications With Real-Time SAP HANA Platform, TechCrunch Awards",Award,
SAP Sales OnDemand Now Generally Available; Industry-First Solution Designed for Salespeople,Solution,
SAP Announces Preliminary Fourth Quarter and Full Year 2015 Results,Financials,
SAP and Leading Financial Firms Tap Into Next Generation to Create Future Capital Markets Transformation,Partnership,
ARC Advisory Group Names SAP Global Trade Compliance Market Share Leader,Award,
SAP Recommends a Dividend of â‚?.00 per Share â€?Year-Over-Year Increase of 18%,Financials,
SAP Introduces Cloud Solution to Reduce Risk in Global Product Compliance,Partnership,
Global Organizations Speak Universal Language of Digital Transformation at SAPPHIRE NOW,Story,
SAP Named a Leader in IDC MarketScape Reports for Talent Management,Award,
SAP Intensifies Commitment in the Fight Against COVID-19,Story,
SAP Furthers Connected Car Vision by Embracing EV Readiness and Ride-Sharing Applications,Partnership,
SAP Announces First Quarter 2013 Results â€?Non-IFRS Software and Cloud Subscription Revenue Increased 25% at Constant Currencies,Financials,
SAP Delivers Manufacturing Solution in the Cloud,Solution,
SAP Fuels Next Wave of Contingent Workforce Management,Story,
SAP and New York City Education Partners Open Six-Year High School in New York Focused on STEM,Partnership,
Ten Years in a Row: SAP Ranked as Leader in the Dow Jones Sustainability Indices,Award,
SAP SE Supervisory Board elects new Deputy Chairman,People,
openSAP Celebrates Continued Momentum with 3 Million Course Enrollments,Story,
SAP to Announce Results for Second Quarter of 2019,Financials,
openSAP Celebrates Five Years and 2.5 Million Enrollments,Story,
SAP Fieldglass Solutions Positioned as Market Leader in Ardent Partners 2020 Vendor Management System Technology Advisor Report,Award,
SAP Recognized as a Leader in Industry Analyst Firmâ€™s 2013 Single-Instance ERP Magic Quadrant for Product-Centric Midmarket Companies,Award,
"Insurers Must Invest in Customer-Related Technologies to React to Growing Pressure from External Competitors, New Research Sponsored by SAP Reveals",Merger/Invest,
SAP Committed to Innovation and Choice for SAP Business Suite Applications,Partnership,
European Companies Select SAP and SuccessFactors to Simplify and Drive Future Growth,Partnership,
"SAP and NetApp Deepen Strategic Partnership to Integrate Storage With Next-Generation Database, Analytics and Application Solutions",Partnership,
"More Than 1,100 Deployments of Procurement Solutions from SAP in 2020 Help Companies Transform Spend Management and Drive Sustainable Business",Story,
2012 SAP Pinnacle Award Winners Announced,Award,
SAP Receives More Third-Party Recognition for Business Intelligence and Data Discovery Solutions,Partnership,
SAP and Accenture Expand Collaboration to Build Breakthrough Digital Solutions on SAP Leonardo,Partnership,
SAP and Swiss Re Continue to Co-Innovate Finance Transformation to Meet New Accounting Standards,Partnership,
SAP Pre-Announces Strong Fourth Quarter and Full-Year 2020 Results,Financials,
SAP Positioned as a Market Leader in Gartnerâ€™s Magic Quadrant for Mobile Application Development Platforms,Award,
SAP Named a Leader for the 11th Consecutive Year in Gartnerâ€™s Magic Quadrant for Data Quality Tools Report,Award,
SAP Reveals New Technology Designed to Help Move Business Beyond Bias,Story,
SAP Cloud Platform Enhancements Unlock Business Agility,Partnership,
New Study by Technical University of Munich and SAP Uncovers Prevalence of Digital Skills Gap,Partnership,
SAP Positioned as a Leader in 2015 Magic Quadrant for Data Quality Tools,Award,
City of Boston Improves Services and Engages Directly With Citizens Using SAP Solutions for Enterprise Performance Management,Partnership,
SAP Annual General Meeting of Shareholders Raises Dividend to â‚?.85,Financials,
"SAP Delivers New Innovations for Customer Engagement, Drives Double-Digit CRM Growth",Partnership,
SAP Named a Leader Among Specialized Insights Service Providers in Recent Report by Independent Research Firm,Award,
SAP General Meeting Agrees to Dividend Increase,Financials,
"Danone and SAP Team Up to Analyze and Measure Carbon Footprint Across 35,000 Products",Partnership,
SAP and Partners Expand Investment Management Platform to North America Insurers Through Cloud Offering,Partnership,
New Version of Sustainability Solution from SAP Helps Manufacturers Protect People and the Environment,Solution,
SAP Announces First Quarter 2016 Results,Financials,
SAP Named Visionary in Gartnerâ€™s Magic Quadrant for Industrial IoT Platforms,Award,
SAP Ariba Solutions Recognized as a 2021 Gartner Peer Insights Customersâ€?Choice for Procure-to-Pay Suites,Award,
Mobile Apps From SAP and Its Partners Offer Customers Range of Choices to Mobilize Business,Partnership,
